Animal_ID,Group_ID,Date,Dry_Days,Days_in_Milk,Is_Milked,Lactation_Num,Yield (gr),Conductivity,Fat (%),Protein (%),Lactose (%),Blood (%),SCC (*1000/ml),Activity (steps/hour),RestTime (minutes),RestBout (#),ProdRate (gr/hour),RestRatio (%),RestRestlessness,RestPerBout (minutes),ActivityDeviation (%)
9945,6,2018-04-04,0,166,1,1,27769,86.0,2.67,2.99,2.38,0.1,4742.420999999999,148,820,9,1157,56,19,91,10.0
11067,8,2018-04-04,0,92,1,1,36589,91.0,3.55,3.65,3.08,0.66,833.681,162,436,10,1524,30,43,44,12.0
9978,8,2018-04-04,0,93,1,1,45551,98.0,2.93,2.89,3.24,0.13,4830.588,170,607,6,1897,42,29,101,9.0
9454,5,2018-04-04,0,68,1,2,36615,98.0,2.88,2.95,2.91,0.1,5929.25,829,-1,-1,1525,-1,-1,-1,277.0
7794,22,2018-04-04,0,57,1,4,55681,113.0,3.54,2.63,2.34,0.1,46665.954000000005,206,-1,-1,2320,-1,-1,-1,28.0
11139,6,2018-04-04,0,74,1,1,40613,96.0,2.32,2.96,2.65,0.14,20183.655,167,718,12,1692,50,26,60,-3.0
11067,8,2018-04-05,0,93,1,1,36407,87.0,3.75,3.25,3.37,0.09,3228.492,159,505,8,1516,35,34,63,-1.0
4371,5,2018-04-05,0,61,1,2,38491,105.0,4.08,2.66,3.47,0.2,207.014,237,315,5,1603,21,87,63,12.0
11139,6,2018-04-05,0,75,1,1,38695,98.0,2.63,3.23,1.73,0.13,41591.057,227,655,11,1612,46,36,60,38.0
8773,23,2018-04-05,0,102,1,3,49615,91.0,2.32,2.91,2.12,0.06,9183.322,340,-1,-1,1431,-1,-1,-1,22.0
4000,22,2018-04-05,0,59,1,2,43757,93.0,3.15,3.28,2.11,0.06,12882.499,109,1003,14,1823,67,12,72,5.0
9599,5,2018-04-05,0,61,1,2,46776,95.0,2.79,2.61,2.53,0.07,9099.135,307,417,9,1949,29,74,46,45.0
9857,12,2018-04-05,0,153,1,1,35716,93.0,3.84,2.91,3.05,0.1,8729.713,682,661,7,1488,50,33,94,417.0
8540,10,2018-04-05,0,161,1,3,32959,98.0,3.03,2.94,2.55,0.26,8590.135,138,784,9,1373,54,22,87,10.0
11336,12,2018-04-05,0,50,1,1,33578,89.0,2.93,3.18,3.5,0.12,320.626,184,-1,-1,1399,-1,-1,-1,-18.0
8789,22,2018-04-05,0,73,1,3,53323,98.0,2.52,3.64,3.01,0.09,204.644,263,504,4,2221,35,57,126,24.0
11176,8,2018-04-05,0,121,1,1,34123,84.0,2.94,3.34,2.51,0.05,8035.255999999999,297,664,9,1421,46,45,74,7.0
8731,23,2018-04-05,0,187,1,2,43230,101.0,2.87,2.56,2.35,0.15,10543.863000000001,147,892,11,1801,62,14,81,24.0
11095,8,2018-04-05,0,92,1,1,48565,99.0,2.66,2.03,2.03,0.08,3548.135,214,679,11,2023,48,32,62,5.0
9970,8,2018-04-05,0,94,1,1,36061,103.0,2.56,2.55,3.29,0.1,13614.441,158,463,14,1502,32,38,33,0.0
835,23,2018-04-06,0,191,1,3,45028,94.0,3.46,3.49,2.97,0.15,6637.431,170,712,13,1876,49,20,55,53.0
8773,23,2018-04-06,0,103,1,3,50154,94.0,2.75,2.39,2.32,0.13,1415.793,302,583,6,2089,41,51,97,50.0
8731,23,2018-04-06,0,188,1,2,44390,108.0,2.46,3.11,2.36,0.11,9772.367,280,544,9,1849,38,48,60,124.0
11087,8,2018-04-06,0,78,1,1,40295,99.0,3.16,3.91,2.67,0.11,475.335,217,652,10,1678,45,34,65,9.0
9945,6,2018-04-06,0,168,1,1,28416,85.0,2.9,3.32,3.0,0.09,1506.606,183,793,8,1184,56,19,99,30.0
866,6,2018-04-06,0,166,1,1,32379,96.0,3.12,2.56,2.88,0.07,8953.65,179,-1,-1,1349,-1,-1,-1,-1.0
11067,8,2018-04-06,0,94,1,1,34495,92.0,3.64,3.31,3.24,0.49,122.461,160,585,6,1437,42,29,98,5.0
11259,2,2018-04-06,0,50,1,1,29717,86.0,2.88,3.46,2.96,0.17,338.064,229,502,11,1238,35,54,46,6.0
9454,5,2018-04-06,0,70,1,2,46427,91.0,2.83,3.19,2.82,0.11,4786.299,213,-1,-1,1934,-1,-1,-1,5.0
8007,12,2018-04-06,0,76,1,4,47897,95.0,3.03,3.05,3.23,0.14,6011.734,114,559,7,1995,40,22,80,-12.0
11177,8,2018-04-06,0,85,1,1,23778,89.0,2.83,2.39,2.51,0.08,12189.895,232,715,22,990,50,37,32,0.0
9487,5,2018-04-06,0,60,1,2,57700,95.0,2.69,3.28,3.11,0.12,97.949,230,592,12,2404,41,40,49,17.0
8789,22,2018-04-06,0,74,1,3,52825,99.0,3.0,3.32,2.79,0.16,613.762,258,703,6,2201,49,32,117,21.0
9494,5,2018-04-06,0,63,1,2,51729,94.0,3.18,3.69,2.36,0.09,666.806,177,375,4,2155,26,59,94,19.0
8796,23,2018-04-06,0,114,1,3,42772,95.0,3.39,3.3,2.93,0.16,731.138,178,904,9,1782,63,22,100,-3.0
11181,8,2018-04-06,0,93,1,1,38997,95.0,2.69,3.06,3.66,0.15,620.869,196,595,16,1624,41,35,37,17.0
4000,22,2018-04-07,0,61,1,2,46734,93.0,3.93,3.45,3.59,0.09,441.57,121,-1,-1,1947,-1,-1,-1,11.0
8106,22,2018-04-07,0,103,1,4,52805,94.0,2.41,3.64,3.15,0.16,208.929,145,856,10,2200,59,21,86,12.0
11181,8,2018-04-07,0,94,1,1,39616,93.0,3.02,2.83,1.99,0.11,11967.407,168,696,13,1650,48,30,54,18.0
8540,10,2018-04-07,0,163,1,3,35022,95.0,2.08,2.09,1.31,0.13,857.038,208,480,4,1459,33,44,120,61.0
8789,22,2018-04-07,0,75,1,3,56061,99.0,3.1,3.36,2.72,0.12,891.25,304,517,4,2335,36,57,129,43.0
8479,12,2018-04-07,0,91,1,3,47749,95.0,3.45,3.27,3.34,0.15,1828.1,188,694,12,1989,48,30,58,16.0
9599,5,2018-04-07,0,63,1,2,49979,101.0,3.07,2.66,2.33,0.07,15958.793,283,363,11,2082,25,93,33,44.0
835,23,2018-04-07,0,192,1,3,48207,93.0,3.75,3.16,2.71,0.13,1618.08,143,735,9,2008,51,22,82,28.0
11139,6,2018-04-07,0,77,1,1,39175,88.0,1.92,2.62,2.96,0.12,82.985,187,613,10,1632,46,35,61,10.0
8628,23,2018-04-07,0,78,1,3,45516,93.0,3.93,3.16,2.5,0.07,1116.862,187,394,7,1896,27,55,56,3.0
8773,23,2018-04-07,0,104,1,3,50547,94.0,2.33,3.13,3.02,0.13,1651.961,242,682,12,2106,47,38,57,-1.0
6268,5,2018-04-07,0,70,1,2,59333,97.0,2.23,2.56,2.95,0.08,7014.556,166,562,6,2472,39,32,94,15.0
11336,12,2018-04-07,0,52,1,1,31685,93.0,3.04,3.27,3.63,0.12,209.894,178,694,18,1320,48,30,39,-3.0
9970,8,2018-04-07,0,96,1,1,37140,104.0,2.58,2.95,2.06,0.14,1914.256,176,414,9,1547,29,45,46,17.0
866,6,2018-04-07,0,167,1,1,33666,99.0,3.16,2.81,2.88,0.05,5093.306,197,-1,-1,1402,-1,-1,-1,8.0
11124,8,2018-04-07,0,79,1,1,31761,82.0,3.46,3.25,2.88,0.1,1247.384,202,621,12,1323,41,41,52,13.0
8655,23,2018-04-08,0,120,1,3,44782,93.0,4.0,3.53,4.39,0.07,21428.897999999997,157,447,9,1865,32,41,50,-2.0
8773,23,2018-04-08,0,105,1,3,54800,94.0,3.83,2.83,4.52,0.03,1588.547,280,670,12,2283,47,36,56,0.0
9599,5,2018-04-08,0,64,1,2,45774,99.0,3.54,2.8,4.6,0.0,88.51100000000001,255,-1,-1,1907,-1,-1,-1,-2.0
8111,22,2018-04-08,0,156,1,4,23557,84.0,4.29,3.43,4.61,0.02,443.608,173,-1,-1,981,-1,-1,-1,49.0
9576,5,2018-04-08,0,71,1,2,37882,88.0,3.7,3.38,4.47,0.05,98401.117,131,549,10,1578,44,26,55,-11.0
3873,22,2018-04-08,0,71,1,3,51246,88.0,2.9,2.81,4.55,0.0,2870.781,168,490,9,2135,36,39,54,20.0
6256,5,2018-04-08,0,60,1,2,49274,94.0,3.31,2.93,4.53,0.01,382.824,134,-1,-1,2053,-1,-1,-1,-6.0
6268,5,2018-04-08,0,71,1,2,57860,101.0,3.06,2.85,4.5,0.01,16788.036,164,541,8,2410,38,31,68,22.0
8244,22,2018-04-08,0,215,1,3,37690,88.0,4.2,3.5,4.87,0.03,323.593,189,627,9,1570,44,32,70,66.0
4000,22,2018-04-08,0,62,1,2,45492,93.0,4.09,3.12,4.57,0.0,5956.621999999999,108,-1,-1,1895,-1,-1,-1,14.0
9155,23,2018-04-08,0,214,1,2,43909,105.0,3.8,2.99,4.5,0.02,7261.06,147,736,11,1829,51,23,67,2.0
9857,12,2018-04-08,0,156,1,1,33465,91.0,4.49,2.85,4.57,0.01,122.179,155,787,10,1394,55,24,79,-11.0
4371,5,2018-04-08,0,64,1,2,37773,103.0,4.69,3.07,4.5,0.04,1370.882,220,471,4,1573,33,51,118,9.0
8773,23,2018-04-09,0,106,1,3,53466,92.0,3.58,2.8,4.51,0.02,2978.5159999999996,256,561,9,2227,39,45,62,12.0
9857,12,2018-04-09,0,157,1,1,34150,92.0,4.32,2.79,4.57,0.01,13963.681999999999,205,691,11,1422,48,30,63,39.0
8838,23,2018-04-09,0,106,1,3,26174,100.0,2.39,2.52,2.4,0.0,1258.925,157,826,6,1090,57,21,138,6.0
98,23,2018-04-09,0,93,1,2,39650,106.0,3.49,3.27,4.5,0.04,15275.661,177,778,16,1652,53,26,49,12.0
3873,22,2018-04-09,0,72,1,3,53768,91.0,2.22,2.66,2.76,0.0,15310.872,164,712,9,1555,47,26,79,16.0
9487,5,2018-04-09,0,63,1,2,59719,97.0,2.83,2.86,4.48,0.02,615.1759999999999,192,631,9,2488,46,35,70,21.0
11336,12,2018-04-09,0,54,1,1,34434,94.0,3.92,3.37,4.35,0.05,1573.9820000000002,153,595,13,1434,46,31,46,-12.0
8244,22,2018-04-09,0,216,1,3,39495,87.0,4.31,3.43,4.76,0.03,53.703,188,700,12,1645,49,26,58,92.0
11177,8,2018-04-09,0,88,1,1,33914,88.0,2.11,1.8,2.19,0.01,10303.860999999999,298,553,18,1413,38,56,31,45.0
9155,23,2018-04-09,0,215,1,2,43812,106.0,3.45,2.95,4.53,0.0,1191.242,146,751,16,1825,52,24,47,-2.0
9599,5,2018-04-09,0,65,1,2,47464,102.0,3.55,2.74,4.61,0.23,905.732,287,315,6,1977,22,108,52,35.0
9576,5,2018-04-09,0,72,1,2,38037,90.0,3.67,3.2,4.44,0.04,1606.94,129,-1,-1,1584,-1,-1,-1,-10.0
7216,22,2018-04-09,0,128,1,5,49648,125.0,2.94,3.06,4.08,0.14,382.824,126,691,11,2068,48,21,63,19.0
6501,8,2018-04-10,0,110,1,1,27369,88.0,3.57,3.17,4.72,0.0,1857.8039999999999,162,808,12,1140,56,19,67,5.0
8106,22,2018-04-10,0,106,1,4,34716,94.0,3.16,3.39,4.57,0.01,152.756,161,-1,-1,1446,-1,-1,-1,26.0
11139,6,2018-04-10,0,80,1,1,41000,91.0,2.9,3.03,4.6,0.02,8035.255999999999,156,-1,-1,1708,-1,-1,-1,-15.0
2313,5,2018-04-10,0,57,1,2,46201,91.0,3.24,2.85,4.7,0.0,6886.52,125,-1,-1,1925,-1,-1,-1,-8.0
11281,6,2018-04-10,0,72,1,1,26736,89.0,2.66,3.28,2.93,0.04,35.318000000000005,125,741,14,844,51,21,53,-16.0
8479,12,2018-04-10,0,94,1,3,47842,94.0,3.94,2.96,4.59,0.05,12912.194,153,766,12,1993,53,22,64,-4.0
8838,23,2018-04-10,0,107,1,3,43433,99.0,3.28,2.94,4.48,0.01,15776.111,163,-1,-1,1809,-1,-1,-1,18.0
9877,6,2018-04-10,0,76,1,1,42649,96.0,3.17,2.92,4.62,0.0,770.903,191,562,10,1777,41,33,56,19.0
9487,5,2018-04-10,0,64,1,2,51394,100.0,2.94,2.9,4.43,0.02,762.078,187,-1,-1,2141,-1,-1,-1,4.0
7794,22,2018-04-10,0,63,1,4,52088,103.0,3.72,2.81,4.55,0.0,1004.615,387,943,9,2170,66,37,105,78.0
6268,5,2018-04-10,0,73,1,2,61256,97.0,3.2,2.89,4.5,0.02,181970.181,162,612,11,2552,39,28,56,12.0
9367,5,2018-04-10,0,56,1,2,61149,92.0,3.13,3.14,4.55,0.01,1570.3629999999998,200,627,12,2547,42,35,52,2.0
9494,5,2018-04-10,0,67,1,2,51669,96.0,3.39,2.77,4.53,0.04,4055.083,215,-1,-1,2152,-1,-1,-1,14.0
9857,12,2018-04-10,0,158,1,1,36370,93.0,4.32,2.76,4.58,0.01,11142.943000000001,160,703,12,1515,49,25,59,1.0
11336,12,2018-04-10,0,55,1,1,31770,99.0,3.8,3.38,4.48,0.05,1409.289,198,823,19,1323,52,24,43,3.0
8655,23,2018-04-10,0,122,1,3,43927,94.0,3.95,3.53,4.44,0.08,25468.31,146,571,11,1830,38,31,52,5.0
8828,23,2018-04-10,0,57,1,3,41575,107.0,3.23,2.83,4.52,0.06,21086.275,215,511,7,1732,35,38,73,49.0
11177,8,2018-04-10,0,89,1,1,35799,90.0,3.59,3.02,4.62,0.01,603.948,290,528,21,1491,35,61,25,25.0
8627,23,2018-04-11,0,79,1,3,52283,100.0,3.63,2.95,4.7,0.01,163.305,242,613,5,2178,43,45,123,-2.0
9494,5,2018-04-11,0,68,1,2,51565,93.0,3.73,2.8,4.51,0.02,16180.803999999998,224,481,4,2148,33,44,120,18.0
9372,5,2018-04-11,0,71,1,2,52977,93.0,3.4,2.73,4.71,0.01,183.653,163,559,11,2207,39,32,51,9.0
4000,22,2018-04-11,0,65,1,2,48781,93.0,4.06,3.04,4.64,0.0,3845.9179999999997,106,946,10,2032,66,13,95,-2.0
9793,6,2018-04-11,0,133,1,1,31956,95.0,3.66,3.2,4.7,0.0,6.745,192,682,15,1331,47,28,45,14.0
4353,23,2018-04-11,0,114,1,2,34488,97.0,3.59,3.05,4.63,0.01,14190.573,130,880,21,1437,63,14,42,7.0
4235,5,2018-04-11,0,58,1,3,48102,89.0,2.95,2.78,4.51,0.01,2223.31,193,841,13,2004,56,23,65,50.0
9661,5,2018-04-11,0,58,1,2,30221,123.0,3.65,3.36,4.46,0.06,88511.56599999999,182,-1,-1,1259,-1,-1,-1,8.0
9454,5,2018-04-11,0,75,1,2,47006,108.0,3.41,3.08,4.6,0.01,24043.63,168,-1,-1,1958,-1,-1,-1,0.0
9395,5,2018-04-11,0,147,1,1,42304,96.0,2.8,3.03,3.39,0.01,433.51,215,459,10,1235,32,52,46,26.0
6229,23,2018-04-11,0,59,1,2,47027,99.0,3.82,3.29,4.5,0.04,3191.539,166,763,10,1959,53,22,76,23.0
8838,23,2018-04-11,0,108,1,3,49667,99.0,3.13,2.96,4.46,0.01,51641.615,183,591,9,2069,41,34,66,18.0
8773,23,2018-04-11,0,108,1,3,56852,93.0,3.55,2.75,4.49,0.03,173779.991,280,646,12,2368,45,39,54,22.0
9576,5,2018-04-11,0,74,1,2,38096,91.0,3.38,2.97,3.58,0.04,2182.728,131,-1,-1,1587,-1,-1,-1,-10.0
8111,22,2018-04-11,0,159,1,4,37681,84.0,4.47,3.48,4.58,0.03,1073.989,123,904,11,1570,63,15,82,-6.0
11281,6,2018-04-11,0,73,1,1,31062,93.0,3.46,3.43,4.53,0.04,1671.09,197,376,13,1294,26,57,29,40.0
8973,5,2018-04-11,0,59,1,3,56856,90.0,3.62,3.03,4.68,0.62,948.418,209,288,4,2369,20,87,72,13.0
9487,5,2018-04-11,0,65,1,2,55243,93.0,3.25,2.94,4.47,0.01,73.79,202,-1,-1,2301,-1,-1,-1,3.0
9877,6,2018-04-11,0,77,1,1,42747,93.0,3.03,2.95,4.58,0.0,1241.651,173,568,11,1781,38,38,52,11.0
6501,8,2018-04-11,0,111,1,1,27597,87.0,3.76,3.19,4.7,0.01,1054.386,159,748,14,1149,52,22,53,3.0
98,23,2018-04-12,0,96,1,2,38209,103.0,3.3,3.15,3.98,0.04,2460.366,169,841,17,1592,60,20,49,-1.0
11281,6,2018-04-12,0,74,1,1,28659,93.0,3.52,3.49,4.53,0.06,11641.258999999998,175,664,12,1194,46,28,55,24.0
4371,5,2018-04-12,0,68,1,2,41005,99.0,4.27,2.92,4.55,0.19,21037.782000000003,489,630,10,1708,46,40,63,132.0
9494,5,2018-04-12,0,69,1,2,50981,92.0,3.51,2.77,4.53,0.01,1116.862,186,489,4,2124,33,45,122,13.0
11181,8,2018-04-12,0,99,1,1,40950,92.0,3.52,3.39,4.49,0.03,11015.388,178,727,11,1706,51,27,66,0.0
6501,8,2018-04-12,0,112,1,1,27353,86.0,3.8,3.24,4.72,0.0,80.167,166,745,14,1139,52,23,53,3.0
8781,22,2018-04-12,0,112,1,3,39346,97.0,4.53,3.57,4.51,0.04,1361.444,530,634,17,1639,44,42,37,317.0
11336,12,2018-04-12,0,57,1,1,34945,92.0,4.05,3.29,4.4,0.06,330.369,546,640,14,1456,44,58,46,293.0
6229,23,2018-04-12,0,60,1,2,48268,94.0,3.85,3.35,4.52,0.03,13645.838,139,673,8,2011,47,25,84,10.0
7714,22,2018-04-12,0,195,1,4,51661,92.0,3.61,3.23,3.73,0.03,14996.851999999999,116,-1,-1,1435,-1,-1,-1,1.0
3873,22,2018-04-12,0,75,1,3,54073,92.0,3.14,2.91,4.58,0.0,10375.279,175,697,6,2253,48,24,116,31.0
6268,5,2018-04-12,0,75,1,2,58799,99.0,3.11,2.89,4.51,0.02,13212.95,141,-1,-1,2449,-1,-1,-1,14.0
9155,23,2018-04-12,0,218,1,2,46038,106.0,3.91,3.04,4.54,0.02,1114.2939999999999,600,700,14,1918,51,39,50,362.0
9367,5,2018-04-12,0,58,1,2,66311,95.0,3.44,3.17,4.48,0.02,177.01,259,766,14,2762,53,24,55,72.0
2313,5,2018-04-12,0,59,1,2,47786,91.0,3.19,2.89,4.58,0.0,9311.075,160,652,10,1991,45,25,65,22.0
9599,5,2018-04-12,0,68,1,2,45243,97.0,4.01,2.8,4.53,0.01,208449.205,244,-1,-1,1885,-1,-1,-1,-12.0
7794,22,2018-04-12,0,65,1,4,54969,100.0,4.26,2.76,4.51,0.01,33728.721,215,-1,-1,2290,-1,-1,-1,-4.0
8838,23,2018-04-12,0,109,1,3,45660,96.0,3.57,3.0,4.46,0.01,18620.87,164,619,6,1902,43,29,103,21.0
8627,23,2018-04-12,0,80,1,3,48233,98.0,3.45,3.06,4.65,0.05,558.469,300,345,5,2009,24,95,69,20.0
2559,5,2018-04-12,0,61,1,3,53370,93.0,2.71,2.79,4.54,0.05,657.6569999999999,228,-1,-1,2223,-1,-1,-1,26.0
8629,22,2018-04-13,0,173,1,3,42147,111.0,3.01,2.81,3.86,0.02,3235.938,130,652,7,1229,45,21,93,30.0
7794,22,2018-04-13,0,66,1,4,49869,100.0,3.7,2.66,4.5,0.02,17100.145,175,-1,-1,2077,-1,-1,-1,-21.0
8828,23,2018-04-13,0,60,1,3,42233,108.0,2.95,2.84,4.48,0.02,29308.932,209,564,5,1759,39,35,113,47.0
8731,23,2018-04-13,0,195,1,2,44726,109.0,3.55,2.97,4.58,0.0,644.169,160,772,12,1863,54,21,64,19.0
8781,22,2018-04-13,0,113,1,3,37209,100.0,4.08,3.59,4.58,0.03,1588.547,149,634,15,1550,44,24,42,2.0
11195,8,2018-04-13,0,50,1,1,45616,100.0,2.99,3.04,4.51,0.07,561.048,194,532,9,1900,37,37,59,13.0
9395,5,2018-04-13,0,149,1,1,35309,97.0,3.22,3.26,4.49,0.02,59.428999999999995,187,859,10,1471,55,20,86,6.0
11124,8,2018-04-13,0,85,1,1,32867,82.0,3.47,3.14,4.66,0.0,461.31699999999995,185,-1,-1,1369,-1,-1,-1,5.0
11139,6,2018-04-13,0,83,1,1,40901,88.0,3.11,2.99,4.65,0.0,1056.817,182,-1,-1,1704,-1,-1,-1,5.0
6501,8,2018-04-13,0,113,1,1,28482,89.0,3.68,3.2,4.7,0.0,2172.7,170,793,13,1186,55,21,61,10.0
11336,12,2018-04-13,0,58,1,1,32745,86.0,4.29,3.36,4.49,0.05,790.678,174,679,18,1364,47,26,38,-4.0
9970,8,2018-04-13,0,102,1,1,36007,104.0,3.43,3.28,4.37,0.06,97.49799999999999,159,417,10,1500,29,39,42,18.0
6256,5,2018-04-13,0,65,1,2,48785,89.0,3.38,2.93,4.49,0.02,2837.9190000000003,130,688,13,2032,46,24,53,5.0
9155,23,2018-04-13,0,219,1,2,41277,103.0,3.81,2.95,4.45,0.06,17021.582,155,871,13,1719,58,20,67,-7.0
8479,12,2018-04-13,0,97,1,3,49658,95.0,4.05,2.9,4.57,0.04,5370.318,155,778,13,2069,54,22,60,12.0
11087,8,2018-04-13,0,85,1,1,38832,94.0,3.47,2.93,4.62,0.01,651.628,204,565,6,1618,39,39,94,2.0
7714,22,2018-04-13,0,196,1,4,53679,93.0,3.93,3.33,4.6,0.03,2844.461,109,-1,-1,2236,-1,-1,-1,-1.0
8655,23,2018-04-13,0,125,1,3,41048,92.0,3.94,3.45,4.42,0.06,1879.317,138,543,14,1710,38,30,39,1.0
9372,5,2018-04-13,0,73,1,2,50897,95.0,3.3,2.85,4.56,0.0,302.691,158,705,16,2120,45,25,44,8.0
8627,23,2018-04-13,0,81,1,3,47430,99.0,3.37,3.04,4.64,0.0,5272.3,270,454,6,1976,32,72,76,4.0
8838,23,2018-04-14,0,111,1,3,34639,105.0,3.37,3.0,4.5,0.02,5956.621999999999,801,-1,-1,1443,-1,-1,-1,398.0
8808,23,2018-04-14,0,62,1,3,51760,88.0,3.61,3.41,4.48,0.05,138.995,148,651,8,2156,45,27,81,-8.0
11177,8,2018-04-14,0,93,1,1,34409,91.0,3.51,3.09,4.67,0.0,105.681,260,591,15,1433,43,47,39,5.0
3873,22,2018-04-14,0,77,1,3,51715,92.0,3.12,2.93,4.6,0.0,8394.595,167,637,8,2154,46,28,80,35.0
4000,22,2018-04-14,0,68,1,2,43109,90.0,3.95,3.09,4.67,0.0,3793.1490000000003,130,-1,-1,1796,-1,-1,-1,8.0
8826,23,2018-04-14,0,88,1,3,48150,97.0,3.44,2.9,4.52,0.03,146217.704,162,81,5,2006,6,206,16,20.0
6501,8,2018-04-14,0,114,1,1,28762,93.0,3.76,3.21,4.7,0.01,109144.06,163,769,15,1198,53,21,51,11.0
866,6,2018-04-14,0,174,1,1,32954,97.0,3.82,3.03,4.56,0.02,9594.003,168,-1,-1,1373,-1,-1,-1,-7.0
9372,5,2018-04-14,0,74,1,2,48231,92.0,3.11,2.81,4.69,0.0,103752.79199999999,184,472,14,2009,33,40,34,20.0
9576,5,2018-04-14,0,77,1,2,36757,88.0,4.06,3.4,4.43,0.05,10939.563999999998,170,-1,-1,1531,-1,-1,-1,52.0
4371,5,2018-04-14,0,70,1,2,38916,100.0,4.28,2.91,4.53,0.34,307.60900000000004,265,-1,-1,1621,-1,-1,-1,10.0
8773,23,2018-04-14,0,111,1,3,47695,92.0,3.41,2.78,4.23,0.03,4.7860000000000005,239,529,8,1335,40,42,66,24.0
2559,5,2018-04-14,0,63,1,3,52064,94.0,3.08,3.11,4.37,0.05,86.696,198,553,9,2169,38,38,61,6.0
8781,22,2018-04-14,0,114,1,3,39896,97.0,4.42,3.48,4.57,0.04,948.418,149,621,16,1662,43,25,39,3.0
11139,6,2018-04-14,0,84,1,1,39301,87.0,3.05,3.02,4.66,0.0,8375.29,169,-1,-1,1637,-1,-1,-1,-4.0
11181,8,2018-04-14,0,101,1,1,39564,92.0,3.36,3.33,4.58,0.02,67297.67599999999,165,-1,-1,1648,-1,-1,-1,12.0
9487,5,2018-04-14,0,68,1,2,61504,93.0,2.94,2.87,4.53,0.01,7516.227,180,763,15,2562,49,29,51,-1.0
11119,6,2018-04-14,0,87,1,1,39168,95.0,3.6,3.0,4.59,0.0,5445.026999999999,189,802,13,1632,58,22,62,5.0
8655,23,2018-04-14,0,126,1,3,40781,92.0,4.07,3.36,4.34,0.08,83.75200000000001,487,466,8,1699,32,77,58,195.0
8627,23,2018-04-14,0,82,1,3,50668,98.0,3.87,3.05,4.69,0.0,859.013,284,715,9,2111,48,37,79,19.0
8479,12,2018-04-15,0,99,1,3,48837,95.0,4.33,3.04,4.55,0.05,115877.77,307,736,8,2034,51,31,92,112.0
