Animal_ID,Group_ID,Date,Dry_Days,Days_in_Milk,Is_Milked,Lactation_Num,Yield (gr),Conductivity,Fat (%),Protein (%),Lactose (%),Blood (%),SCC (*1000/ml),Activity (steps/hour),RestTime (minutes),RestBout (#),ProdRate (gr/hour),RestRatio (%),RestRestlessness,RestPerBout (minutes),ActivityDeviation (%)
9945,6,2018-04-04,0,166,1,1,27769,86.0,2.67,2.99,2.38,0.1,4742.420999999999,148,820,9,1157,56,19,91,10.0
11067,8,2018-04-04,0,92,1,1,36589,91.0,3.55,3.65,3.08,0.66,833.681,162,436,10,1524,30,43,44,12.0
9978,8,2018-04-04,0,93,1,1,45551,98.0,2.93,2.89,3.24,0.13,4830.588,170,607,6,1897,42,29,101,9.0
9454,5,2018-04-04,0,68,1,2,36615,98.0,2.88,2.95,2.91,0.1,5929.25,829,-1,-1,1525,-1,-1,-1,277.0
7794,22,2018-04-04,0,57,1,4,55681,113.0,3.54,2.63,2.34,0.1,46665.954000000005,206,-1,-1,2320,-1,-1,-1,28.0
11139,6,2018-04-04,0,74,1,1,40613,96.0,2.32,2.96,2.65,0.14,20183.655,167,718,12,1692,50,26,60,-3.0
11067,8,2018-04-05,0,93,1,1,36407,87.0,3.75,3.25,3.37,0.09,3228.492,159,505,8,1516,35,34,63,-1.0
4371,5,2018-04-05,0,61,1,2,38491,105.0,4.08,2.66,3.47,0.2,207.014,237,315,5,1603,21,87,63,12.0
11139,6,2018-04-05,0,75,1,1,38695,98.0,2.63,3.23,1.73,0.13,41591.057,227,655,11,1612,46,36,60,38.0
8773,23,2018-04-05,0,102,1,3,49615,91.0,2.32,2.91,2.12,0.06,9183.322,340,-1,-1,1431,-1,-1,-1,22.0
4000,22,2018-04-05,0,59,1,2,43757,93.0,3.15,3.28,2.11,0.06,12882.499,109,1003,14,1823,67,12,72,5.0
9599,5,2018-04-05,0,61,1,2,46776,95.0,2.79,2.61,2.53,0.07,9099.135,307,417,9,1949,29,74,46,45.0
9857,12,2018-04-05,0,153,1,1,35716,93.0,3.84,2.91,3.05,0.1,8729.713,682,661,7,1488,50,33,94,417.0
8540,10,2018-04-05,0,161,1,3,32959,98.0,3.03,2.94,2.55,0.26,8590.135,138,784,9,1373,54,22,87,10.0
11336,12,2018-04-05,0,50,1,1,33578,89.0,2.93,3.18,3.5,0.12,320.626,184,-1,-1,1399,-1,-1,-1,-18.0
8789,22,2018-04-05,0,73,1,3,53323,98.0,2.52,3.64,3.01,0.09,204.644,263,504,4,2221,35,57,126,24.0
11176,8,2018-04-05,0,121,1,1,34123,84.0,2.94,3.34,2.51,0.05,8035.255999999999,297,664,9,1421,46,45,74,7.0
