Animal_ID,Group_ID,Date,Dry_Days,Days_in_Milk,Is_Milked,Lactation_Num,Yield (gr),Conductivity,Fat (%),Protein (%),Lactose (%),Blood (%),SCC (*1000/ml),Activity (steps/hour),RestTime (minutes),RestBout (#),ProdRate (gr/hour),RestRatio (%),RestRestlessness,RestPerBout (minutes),ActivityDeviation (%)
6268,5,2018-04-03,0,66,1,2,55626,101.0,2.08,2.13,3.23,0.09,6854.880999999999,159,-1,-1,2317,-1,-1,-1,8.0
11336,12,2018-04-04,0,49,1,1,31940,88.0,2.16,3.09,2.28,0.22,58748.942,224,-1,-1,1330,-1,-1,-1,7.0
9487,5,2018-04-04,0,58,1,2,59605,96.0,2.23,3.26,2.33,0.06,4375.218,221,-1,-1,2483,-1,-1,-1,16.0
9083,23,2018-04-04,0,163,1,2,41264,91.0,3.45,2.8,2.4,0.11,1489.36,194,781,11,1719,54,23,71,33.0
9155,23,2018-04-04,0,210,1,2,45204,102.0,3.26,3.02,2.45,0.09,13708.82,143,808,11,1883,56,19,73,22.0
8731,23,2018-04-04,0,186,1,2,41759,101.0,2.84,2.37,4.05,0.08,108.14299999999999,163,829,11,1739,58,18,75,38.0
9372,5,2018-04-04,0,64,1,2,48071,91.0,2.99,3.55,2.06,0.1,15100.798,146,531,15,2002,40,30,35,2.0
6256,5,2018-04-04,0,56,1,2,48599,90.0,2.61,2.89,3.23,0.11,2477.422,159,-1,-1,2024,-1,-1,-1,14.0
8781,22,2018-04-04,0,104,1,3,40650,100.0,3.72,3.5,2.53,0.13,13867.563999999998,157,549,15,1693,38,31,37,28.0
11176,8,2018-04-04,0,120,1,1,31136,83.0,2.95,3.2,2.44,0.1,1119.437,323,738,12,1297,51,38,62,22.0
9857,12,2018-04-04,0,152,1,1,37371,98.0,3.32,3.37,3.0,0.15,50.003,637,510,8,1557,35,78,64,262.0
98,22,2018-04-04,0,88,1,2,37176,98.0,3.1,3.12,3.15,0.13,3054.922,176,926,16,1549,65,17,58,9.0
9576,5,2018-04-04,0,67,1,2,29133,89.0,3.39,2.57,2.68,0.15,26546.042,653,198,6,1213,14,195,33,311.0
11124,8,2018-04-04,0,76,1,1,27850,86.0,2.79,3.49,2.18,0.07,469.894,222,-1,-1,1160,-1,-1,-1,14.0
7216,22,2018-04-04,0,123,1,5,54931,128.0,1.92,3.06,1.71,0.19,85703.80099999999,239,579,8,2288,42,37,72,101.0
4353,23,2018-04-04,0,107,1,2,35643,99.0,3.55,3.27,3.55,0.13,27.478,418,850,11,1485,59,25,77,298.0
8781,22,2018-04-05,0,105,1,3,18798,98.0,3.36,2.74,2.03,0.08,212.324,154,508,16,927,35,35,32,18.0
8796,23,2018-04-05,0,113,1,3,51786,94.0,3.0,3.38,3.06,0.13,6471.424,406,730,11,2157,51,36,66,148.0
8627,23,2018-04-05,0,73,1,3,53663,97.0,2.41,3.16,3.35,0.08,1527.566,314,358,8,2235,25,90,45,30.0
6268,5,2018-04-05,0,68,1,2,52849,103.0,2.67,2.34,3.29,0.11,29580.137000000002,141,-1,-1,2202,-1,-1,-1,-4.0
11124,8,2018-04-05,0,77,1,1,31136,87.0,2.92,3.16,3.51,0.09,190.546,203,-1,-1,1297,-1,-1,-1,0.0
7216,22,2018-04-05,0,124,1,5,53404,125.0,2.08,2.62,1.78,0.18,24603.664,201,826,15,2225,55,17,55,118.0
11259,2,2018-04-05,0,49,1,1,33466,84.0,3.02,2.72,3.22,0.15,49545.038,215,676,14,1394,47,35,48,-6.0
866,6,2018-04-05,0,165,1,1,33049,92.0,3.27,3.27,2.54,0.13,5164.161,219,667,12,1377,46,32,56,11.0
9576,5,2018-04-05,0,68,1,2,43625,97.0,3.09,2.79,3.18,0.16,1479.108,736,-1,-1,1817,-1,-1,-1,441.0
9083,23,2018-04-05,0,164,1,2,42059,87.0,3.75,3.46,3.15,0.17,1333.521,201,610,7,1752,42,33,87,26.0
11177,8,2018-04-05,0,84,1,1,34451,89.0,2.75,2.71,2.12,0.14,133352.143,227,751,18,1435,52,33,42,-6.0
9494,5,2018-04-05,0,62,1,2,52821,95.0,2.87,2.93,2.71,0.14,2208.004,163,649,4,2200,45,27,162,1.0
9978,8,2018-04-05,0,94,1,1,46722,99.0,2.41,2.62,2.7,0.16,149279.367,179,474,8,1946,33,39,59,17.0
6256,5,2018-04-05,0,57,1,2,50964,92.0,3.0,3.42,2.81,0.15,857.038,156,682,11,2123,47,24,62,18.0
8106,22,2018-04-05,0,101,1,4,56421,91.0,2.57,3.23,3.36,0.12,49090.785,146,962,8,2350,62,19,120,12.0
9155,23,2018-04-06,0,212,1,2,41491,105.0,2.72,2.99,2.97,0.11,3580.9629999999997,156,703,11,1728,49,26,64,8.0
7794,22,2018-04-06,0,59,1,4,57086,106.0,3.13,3.08,2.4,0.11,2197.859,224,982,9,2378,68,25,109,40.0
9857,12,2018-04-06,0,154,1,1,33657,89.0,3.66,2.96,2.8,0.1,3083.1859999999997,200,883,11,1402,57,23,80,6.0
9372,5,2018-04-06,0,66,1,2,50859,92.0,2.57,2.75,3.18,0.1,472.06199999999995,146,625,16,2119,43,27,39,17.0
9599,5,2018-04-06,0,62,1,2,47755,99.0,3.1,2.72,3.7,0.12,5116.819,281,313,17,1989,22,97,18,52.0
8106,22,2018-04-06,0,102,1,4,50374,101.0,2.25,3.3,2.57,0.13,1081.433,134,919,12,2098,64,16,77,-3.0
7216,22,2018-04-06,0,125,1,5,50379,121.0,1.8,2.96,2.34,0.18,35481.354,114,751,12,2099,52,17,63,-4.0
8781,22,2018-04-06,0,106,1,3,39887,98.0,3.67,3.15,3.01,0.16,2177.708,131,688,15,1661,48,22,46,-1.0
8628,23,2018-04-06,0,77,1,3,45077,102.0,2.89,3.42,2.61,0.11,4139.997,174,411,7,1878,29,50,59,2.0
8838,23,2018-04-06,0,103,1,3,44549,96.0,2.37,2.39,3.84,0.12,379.314,178,592,5,1856,41,30,118,22.0
4353,23,2018-04-06,0,109,1,2,33114,92.0,2.57,3.55,2.48,0.13,613.762,134,868,11,1379,59,16,79,28.0
11095,8,2018-04-06,0,93,1,1,50629,131.0,2.64,3.38,2.55,0.16,454.98800000000006,240,477,9,2109,33,52,53,29.0
11336,12,2018-04-06,0,51,1,1,31565,98.0,3.17,3.6,3.11,0.15,183.231,188,781,14,1315,55,26,56,-12.0
11176,8,2018-04-06,0,122,1,1,33826,86.0,2.63,2.73,1.52,0.06,7244.361,263,709,9,1409,49,41,79,14.0
8627,23,2018-04-06,0,74,1,3,52040,96.0,2.91,3.21,2.61,0.13,4335.109,272,453,5,2168,31,76,91,17.0
8655,23,2018-04-06,0,118,1,3,43461,96.0,3.4,3.6,2.7,0.18,18238.963,179,438,14,1810,30,43,31,19.0
8629,22,2018-04-07,0,167,1,3,45302,116.0,2.44,3.05,2.94,0.14,11508.0,126,709,6,1887,49,21,118,11.0
4353,23,2018-04-07,0,110,1,2,35850,92.0,2.97,3.1,2.86,0.15,7998.34,114,865,13,1493,62,14,67,5.0
8627,23,2018-04-07,0,75,1,3,51250,98.0,2.82,4.27,2.6,0.1,91.62200000000001,312,499,8,2135,35,64,62,26.0
11259,2,2018-04-07,0,51,1,1,31480,89.0,2.96,3.79,2.88,0.16,169.433,253,423,12,1311,29,69,35,19.0
9945,6,2018-04-07,0,169,1,1,28219,87.0,2.88,3.0,2.94,0.09,1049.542,169,856,8,1175,59,17,107,17.0
8244,22,2018-04-07,0,214,1,3,39031,93.0,4.23,3.47,3.64,0.14,224.388,120,905,16,1626,58,16,57,9.0
11176,8,2018-04-07,0,123,1,1,31956,83.0,2.37,3.08,2.44,0.08,4508.165,278,703,9,1331,49,41,78,13.0
6256,5,2018-04-07,0,59,1,2,49828,93.0,3.49,3.37,3.12,0.09,679.203,149,-1,-1,2076,-1,-1,-1,5.0
8731,23,2018-04-07,0,189,1,2,45001,108.0,2.95,2.84,2.67,0.09,11641.258999999998,257,925,16,1875,64,21,58,96.0
11177,8,2018-04-07,0,86,1,1,23233,86.0,1.11,1.23,0.88,0.0,0.0,260,532,15,482,37,58,35,7.0
9395,5,2018-04-07,0,143,1,1,39474,95.0,2.82,3.56,2.61,0.09,922.571,190,640,7,1644,44,31,91,17.0
7216,22,2018-04-07,0,126,1,5,53168,121.0,1.97,3.01,2.25,0.2,533335.185,101,-1,-1,2215,-1,-1,-1,1.0
9155,23,2018-04-07,0,213,1,2,45642,102.0,2.95,3.05,3.73,0.1,146.554,167,748,17,1901,52,25,44,19.0
11087,8,2018-04-07,0,79,1,1,40041,98.0,2.71,2.26,3.63,0.07,1111.731,252,-1,-1,1668,-1,-1,-1,24.0
9372,5,2018-04-07,0,67,1,2,53524,92.0,3.2,3.22,3.68,0.09,231.739,161,589,21,2230,41,31,28,14.0
8655,23,2018-04-07,0,119,1,3,41834,94.0,3.22,3.31,2.97,0.14,8974.289,160,505,9,1743,35,35,56,9.0
8629,22,2018-04-08,0,168,1,3,44879,118.0,3.16,2.87,4.35,0.03,7177.941999999999,124,838,6,1869,58,15,140,8.0
11177,8,2018-04-08,0,87,1,1,22200,90.0,3.43,3.0,4.67,0.0,11.857000000000001,272,547,14,925,38,59,39,24.0
11139,6,2018-04-08,0,78,1,1,40221,86.0,1.64,1.88,1.11,0.0,2009.092,197,898,14,1675,58,24,64,12.0
7794,22,2018-04-08,0,61,1,4,56586,99.0,4.42,2.85,4.47,0.0,33113.11,239,-1,-1,2357,-1,-1,-1,10.0
7216,22,2018-04-08,0,127,1,5,46812,125.0,3.32,2.82,4.37,0.12,214782.937,132,-1,-1,1950,-1,-1,-1,14.0
8838,23,2018-04-08,0,105,1,3,46931,95.0,3.28,2.94,4.51,0.0,148.593,168,655,8,1955,46,28,82,10.0
11087,8,2018-04-08,0,80,1,1,40909,101.0,3.64,2.93,4.61,0.03,9638.294,191,688,11,1704,48,33,63,10.0
8479,12,2018-04-08,0,92,1,3,46808,93.0,3.85,2.89,4.56,0.03,21777.088,158,796,11,1950,55,21,72,11.0
9083,23,2018-04-08,0,167,1,2,41885,92.0,4.46,3.17,4.69,0.03,647.1419999999999,172,-1,-1,1745,-1,-1,-1,1.0
8106,22,2018-04-08,0,104,1,4,52462,91.0,1.99,2.81,2.29,0.01,36224.301,142,943,12,2185,66,17,79,11.0
11336,12,2018-04-08,0,53,1,1,30712,96.0,3.94,3.24,4.42,0.06,490.907,165,826,18,1279,56,21,46,6.0
835,23,2018-04-08,0,193,1,3,46373,95.0,4.1,2.98,4.55,0.02,10256.521999999999,138,760,16,1932,53,22,48,35.0
11124,8,2018-04-09,0,81,1,1,28410,81.0,3.54,3.07,4.66,0.0,150.314,282,-1,-1,1183,-1,-1,-1,38.0
8669,23,2018-04-09,0,124,1,3,39294,98.0,3.55,2.8,4.57,0.0,2338.837,167,532,7,1637,39,37,76,20.0
4353,23,2018-04-09,0,112,1,2,36742,96.0,3.84,3.01,4.61,0.02,85703.80099999999,125,799,15,1530,55,15,53,2.0
4371,5,2018-04-09,0,65,1,2,30754,108.0,4.27,2.86,4.46,0.11,1741.807,249,319,7,1281,22,90,46,23.0
835,23,2018-04-09,0,194,1,3,45165,96.0,3.95,2.95,4.58,0.02,237137.37,129,794,16,1881,55,18,50,15.0
7794,22,2018-04-09,0,62,1,4,55004,105.0,4.09,2.74,4.52,0.0,36391.492,210,-1,-1,2291,-1,-1,-1,-3.0
11259,2,2018-04-09,0,53,1,1,31892,91.0,3.92,3.3,4.65,0.01,508.159,249,495,10,1328,34,55,50,18.0
11087,8,2018-04-09,0,81,1,1,41079,97.0,2.32,2.04,2.74,0.01,13.931,201,529,9,1151,37,41,59,37.0
8540,22,2018-04-09,0,165,1,3,37731,105.0,3.45,2.81,4.42,0.07,20183.655,188,616,7,1572,43,34,88,42.0
9395,5,2018-04-09,0,145,1,1,40732,96.0,3.09,3.19,4.51,0.01,140.928,183,664,8,1697,46,29,83,9.0
8106,22,2018-04-09,0,105,1,4,53604,90.0,3.38,3.32,4.6,0.01,8974.289,148,-1,-1,2233,-1,-1,-1,26.0
8629,22,2018-04-09,0,169,1,3,45996,108.0,3.22,2.89,4.43,0.02,252348.325,108,619,6,1916,43,23,103,3.0
6256,5,2018-04-09,0,61,1,2,49594,95.0,3.31,2.95,4.53,0.06,75857.777,159,577,10,2066,42,28,58,14.0
9661,5,2018-04-10,0,57,1,2,30934,115.0,3.68,3.32,4.49,0.05,117.219,237,-1,-1,1288,-1,-1,-1,48.0
8808,23,2018-04-10,0,58,1,3,50064,87.0,3.69,3.45,4.43,0.04,10519.614,147,592,6,2086,41,31,99,-1.0
9155,23,2018-04-10,0,216,1,2,45076,105.0,3.71,2.94,4.49,0.04,242.102,159,724,12,1878,50,24,60,8.0
8781,22,2018-04-10,0,110,1,3,37198,97.0,4.08,3.55,4.56,0.03,121338.78199999999,142,618,21,1549,43,27,29,16.0
2559,5,2018-04-10,0,59,1,3,33572,89.0,2.27,2.96,3.15,0.04,394.457,178,-1,-1,1440,-1,-1,-1,1.0
8973,5,2018-04-10,0,58,1,3,56652,91.0,3.84,3.05,4.69,0.43,7888.598000000001,225,316,6,2360,22,77,53,15.0
4353,23,2018-04-10,0,113,1,2,34894,96.0,3.88,3.05,4.64,0.02,118.304,140,928,14,1453,63,13,66,19.0
9083,23,2018-04-10,0,169,1,2,43057,104.0,4.21,3.14,4.66,0.01,115.611,180,700,9,1794,49,26,78,5.0
9599,5,2018-04-10,0,66,1,2,46930,97.0,3.57,2.8,4.54,0.0,2897.342,275,481,9,1955,33,59,53,1.0
11087,8,2018-04-10,0,82,1,1,40635,98.0,2.78,2.67,3.22,0.02,10069.311,224,384,11,1126,27,59,35,16.0
9454,5,2018-04-10,0,74,1,2,44903,92.0,3.28,3.01,4.58,0.02,10739.896999999999,232,-1,-1,1870,-1,-1,-1,24.0
4000,22,2018-04-10,0,64,1,2,46494,94.0,3.99,3.05,4.63,0.0,205.11599999999999,127,901,12,1937,63,15,75,18.0
9372,5,2018-04-10,0,70,1,2,54886,92.0,3.53,2.71,4.69,0.19,1406.046,154,586,12,2286,39,30,49,20.0
8244,22,2018-04-10,0,217,1,3,37493,86.0,4.33,3.59,4.7,0.04,899.497,125,856,12,1562,59,15,71,0.0
8669,23,2018-04-10,0,125,1,3,40511,95.0,4.17,2.92,4.61,0.01,66.221,190,-1,-1,1687,-1,-1,-1,21.0
9395,5,2018-04-10,0,146,1,1,40032,96.0,3.31,3.17,4.49,0.01,15346.165,185,709,9,1668,49,25,79,9.0
9793,6,2018-04-10,0,132,1,1,33083,94.0,3.77,3.2,4.66,0.01,1153.452,196,796,20,1378,51,25,40,21.0
8629,22,2018-04-10,0,170,1,3,44759,116.0,3.67,2.93,4.36,0.04,40364.534,127,703,6,1864,49,19,117,11.0
11124,8,2018-04-10,0,82,1,1,30262,82.0,3.84,3.16,4.69,0.0,114.025,167,739,12,1260,52,29,62,-10.0
11181,8,2018-04-11,0,98,1,1,39697,95.0,3.17,3.19,4.55,0.03,24.717,202,655,9,1654,46,31,73,17.0
7794,22,2018-04-11,0,64,1,4,47470,99.0,3.72,2.74,4.55,0.01,2233.572,276,-1,-1,1977,-1,-1,-1,35.0
7216,22,2018-04-11,0,130,1,5,53994,122.0,2.78,2.9,4.2,0.09,734514.1640000001,147,642,14,2249,49,22,46,31.0
8244,22,2018-04-11,0,218,1,3,39227,97.0,4.41,3.34,4.83,0.03,75683.322,126,769,13,1634,53,18,59,-3.0
8799,23,2018-04-11,0,59,1,3,47960,93.0,3.62,3.35,4.59,0.07,80723.515,147,625,12,1998,43,26,52,2.0
7714,22,2018-04-11,0,194,1,4,53115,93.0,3.86,3.33,4.64,0.02,1823.896,132,-1,-1,2213,-1,-1,-1,22.0
8808,23,2018-04-11,0,59,1,3,52972,91.0,3.63,3.32,4.46,0.05,11168.628,146,588,7,2207,41,29,84,-15.0
6268,5,2018-04-11,0,74,1,2,60044,104.0,2.96,2.87,4.42,0.03,16106.448,168,472,10,2501,33,37,47,15.0
11336,12,2018-04-11,0,56,1,1,32239,93.0,3.81,3.35,4.49,0.06,8609.936,457,384,13,1343,27,88,30,172.0
8781,22,2018-04-11,0,111,1,3,39678,95.0,4.11,3.62,4.6,0.03,7834.297,283,442,11,1653,31,58,40,114.0
11119,6,2018-04-11,0,84,1,1,40440,92.0,3.29,3.04,4.51,0.01,154.881,195,697,13,1685,48,26,54,11.0
11259,6,2018-04-11,0,55,1,1,27217,112.0,3.72,3.38,4.52,0.06,7.294,887,226,8,1134,16,320,28,289.0
8629,22,2018-04-11,0,171,1,3,48601,113.0,3.18,2.85,4.46,0.04,121618.61,124,709,6,2025,49,21,118,6.0
2313,5,2018-04-11,0,58,1,2,42855,93.0,3.5,2.95,4.66,0.01,5345.645,194,526,8,1785,37,38,66,72.0
11087,8,2018-04-11,0,83,1,1,41007,97.0,3.48,2.98,4.63,0.01,1377.2089999999998,224,430,6,1708,30,56,72,20.0
8655,23,2018-04-11,0,123,1,3,45034,90.0,3.82,3.55,4.37,0.06,30619.638,159,-1,-1,1876,-1,-1,-1,1.0
8828,23,2018-04-11,0,58,1,3,42370,105.0,2.85,2.8,4.52,0.29,1625.5479999999998,224,378,6,1765,26,55,63,52.0
8731,23,2018-04-11,0,193,1,2,46969,105.0,3.78,2.93,4.62,0.0,52480.778,127,-1,-1,1957,-1,-1,-1,-7.0
11195,8,2018-04-11,0,48,1,1,44736,118.0,2.86,3.2,4.35,0.11,539.51,252,301,12,1864,21,94,25,67.0
9793,6,2018-04-12,0,134,1,1,33464,93.0,3.95,3.2,4.62,0.02,1324.342,170,754,12,1394,52,25,63,29.0
835,23,2018-04-12,0,197,1,3,45862,94.0,4.45,3.07,4.46,0.05,33962.537000000004,43,1115,55,1910,70,5,20,-59.0
8808,23,2018-04-12,0,60,1,3,52237,91.0,3.59,3.35,4.46,0.05,37497.29,184,496,6,2176,34,37,83,8.0
11119,6,2018-04-12,0,85,1,1,39408,96.0,3.17,3.01,4.63,0.04,49888.443,892,357,7,1642,27,169,51,404.0
9661,5,2018-04-12,0,59,1,2,31854,106.0,3.7,3.38,4.43,0.05,2588.2129999999997,222,-1,-1,1327,-1,-1,-1,21.0
11177,8,2018-04-12,0,91,1,1,35072,98.0,2.95,2.43,3.38,0.01,1.264,302,598,14,1461,42,51,43,23.0
8796,23,2018-04-12,0,120,1,3,46126,93.0,3.63,3.16,4.63,0.03,7906.781,203,787,10,1921,55,26,79,33.0
4000,22,2018-04-12,0,66,1,2,43403,96.0,3.89,3.12,4.67,0.0,2074.913,150,-1,-1,1808,-1,-1,-1,36.0
8540,22,2018-04-12,0,168,1,3,39049,104.0,3.55,2.86,4.52,0.02,862.9780000000001,196,406,7,1627,28,53,58,19.0
4353,23,2018-04-12,0,115,1,2,36457,98.0,3.78,3.11,4.63,0.02,8147.047,126,910,12,1519,62,14,76,6.0
7216,22,2018-04-12,0,131,1,5,44042,128.0,2.9,2.85,4.01,0.12,120781.321,139,815,12,1835,52,16,68,21.0
9372,5,2018-04-12,0,72,1,2,43329,96.0,3.79,2.83,4.66,0.0,357.272,157,604,23,1805,46,27,26,26.0
8106,22,2018-04-12,0,108,1,4,50389,90.0,3.2,3.41,4.52,0.01,8279.425,169,841,11,2099,58,23,76,25.0
11087,8,2018-04-12,0,84,1,1,40575,96.0,3.51,2.91,4.64,0.0,737.904,211,468,8,1690,33,46,58,0.0
9576,5,2018-04-12,0,75,1,2,38541,88.0,3.7,3.32,4.49,0.04,839.459,118,652,12,1605,46,22,54,-12.0
8773,23,2018-04-12,0,109,1,3,51445,95.0,3.12,2.84,3.71,0.02,124.45100000000001,311,162,3,2143,12,196,54,45.0
11139,6,2018-04-12,0,82,1,1,42431,87.0,2.99,2.97,4.62,0.0,5321.08,208,577,14,1767,40,38,41,20.0
8244,22,2018-04-12,0,219,1,3,39109,85.0,4.23,3.43,4.81,0.05,1122.018,160,682,9,1629,47,29,76,36.0
9395,5,2018-04-12,0,148,1,1,47607,96.0,3.69,3.17,4.48,0.0,40.179,222,742,9,1983,56,22,82,73.0
11176,8,2018-04-12,0,128,1,1,32334,83.0,3.43,3.27,4.7,0.0,3155.005,255,649,10,1347,45,45,65,-1.0
8111,22,2018-04-13,0,161,1,4,39920,91.0,3.94,3.43,4.6,0.03,201.83599999999998,118,844,11,1663,59,17,77,3.0
8808,23,2018-04-13,0,61,1,3,51250,89.0,3.3,3.32,4.48,0.04,166.34099999999998,181,409,6,2135,28,48,68,17.0
835,23,2018-04-13,0,198,1,3,46929,95.0,4.05,3.05,4.51,0.03,23988.335,123,805,16,1955,56,17,50,8.0
8799,23,2018-04-13,0,61,1,3,48044,98.0,3.57,3.28,4.59,0.06,344.35,141,561,13,2001,39,29,43,-6.0
11281,6,2018-04-13,0,75,1,1,24815,88.0,3.05,3.19,4.55,0.04,9036.491,173,589,17,1033,41,36,35,16.0
9487,5,2018-04-13,0,67,1,2,60144,94.0,2.96,2.92,4.52,0.01,112719.757,221,-1,-1,2506,-1,-1,-1,13.0
7216,22,2018-04-13,0,132,1,5,50829,121.0,3.4,2.88,4.2,0.12,92044.903,130,766,11,2117,53,17,70,9.0
3873,22,2018-04-13,0,76,1,3,54660,92.0,3.3,2.93,4.62,0.0,1435.489,189,613,9,2277,43,28,68,28.0
8838,23,2018-04-13,0,110,1,3,46464,97.0,3.2,2.99,4.5,0.03,7998.34,176,667,10,1936,46,28,67,9.0
8973,5,2018-04-13,0,61,1,3,54498,90.0,3.8,3.04,4.68,0.15,318.41900000000004,227,477,7,2270,32,48,68,13.0
9367,5,2018-04-13,0,59,1,2,62430,93.0,3.12,3.2,4.49,0.02,12161.861,146,-1,-1,2601,-1,-1,-1,-18.0
9661,5,2018-04-13,0,60,1,2,32528,101.0,3.63,3.42,4.57,0.05,42266.85400000001,224,-1,-1,1355,-1,-1,-1,30.0
11259,6,2018-04-13,0,57,1,1,30020,88.0,4.22,3.26,4.55,0.04,14689.256000000001,207,538,13,1250,37,47,41,-11.0
2559,5,2018-04-13,0,62,1,3,51155,92.0,2.68,3.18,4.48,0.05,9527.963,181,642,9,2131,43,30,71,1.0
2313,5,2018-04-13,0,60,1,2,48692,92.0,3.41,2.94,4.61,0.01,4841.723,136,739,8,2028,51,20,92,-1.0
9857,12,2018-04-13,0,161,1,1,36240,94.0,4.26,2.75,4.55,0.02,2851.0170000000003,144,-1,-1,1510,-1,-1,-1,-8.0
8669,23,2018-04-13,0,128,1,3,45508,98.0,4.56,2.81,4.61,0.0,19815.267,199,-1,-1,1896,-1,-1,-1,6.0
11181,8,2018-04-13,0,100,1,1,39754,94.0,3.09,3.12,4.56,0.04,555.904,197,613,12,1656,43,33,51,7.0
11119,6,2018-04-13,0,86,1,1,39110,90.0,3.37,2.93,4.55,0.01,1445.4389999999999,173,886,13,1629,57,22,68,-5.0
4000,22,2018-04-13,0,67,1,2,44658,93.0,3.82,3.11,4.31,0.0,1452.112,108,-1,-1,1270,-1,-1,-1,5.0
7794,22,2018-04-14,0,67,1,4,56197,108.0,3.84,2.76,4.47,0.03,31988.959,187,1108,14,2341,68,21,79,-7.0
8796,23,2018-04-14,0,122,1,3,44676,98.0,3.55,3.23,4.63,0.02,125602.989,262,-1,-1,1861,-1,-1,-1,49.0
8828,23,2018-04-14,0,61,1,3,41497,111.0,2.92,2.83,4.43,0.04,31550.051,184,556,7,1729,39,36,79,12.0
9970,8,2018-04-14,0,103,1,1,36570,105.0,3.5,3.18,4.45,0.07,75.857,134,676,9,1523,47,20,75,-8.0
9877,6,2018-04-14,0,80,1,1,41123,92.0,2.94,2.94,4.6,0.01,116.14399999999999,160,751,11,1713,52,25,68,-9.0
4235,5,2018-04-14,0,61,1,3,53190,91.0,2.98,2.8,4.53,0.02,4315.193,192,805,11,2216,57,24,73,16.0
9454,5,2018-04-14,0,78,1,2,48913,91.0,3.54,3.04,4.59,0.01,5714.785,216,574,7,2038,40,46,82,27.0
8244,22,2018-04-14,0,221,1,3,37501,87.0,4.64,3.43,4.64,0.04,5727.9580000000005,124,958,12,1562,64,14,80,-4.0
11176,8,2018-04-14,0,130,1,1,31889,82.0,3.4,3.28,4.73,0.0,489.778,296,679,8,1328,47,42,85,12.0
9083,23,2018-04-14,0,173,1,2,42501,89.0,4.33,3.28,4.66,0.03,5902.009,190,874,11,1770,61,20,79,10.0
9661,5,2018-04-14,0,61,1,2,32139,105.0,3.53,3.28,4.5,0.05,7943.284000000001,167,-1,-1,1339,-1,-1,-1,-4.0
9367,5,2018-04-14,0,60,1,2,64594,94.0,3.06,3.06,4.49,0.69,8.912,209,-1,-1,2691,-1,-1,-1,25.0
8111,22,2018-04-14,0,162,1,4,35515,95.0,4.03,3.46,4.65,0.03,301.3,373,646,7,1479,45,40,92,224.0
8479,12,2018-04-14,0,98,1,3,45907,93.0,3.96,2.94,4.6,0.1,1485.935,455,529,7,1912,37,62,76,199.0
2313,5,2018-04-14,0,61,1,2,46896,92.0,2.93,2.95,4.64,0.0,9506.051,168,675,7,1954,47,24,96,27.0
6268,5,2018-04-14,0,77,1,2,60774,100.0,3.35,2.82,4.51,0.03,30760.962000000003,175,550,7,2532,38,32,79,18.0
9395,5,2018-04-14,0,150,1,1,42203,94.0,3.41,3.15,4.47,0.02,17060.818,203,685,10,1758,48,27,68,31.0
9494,5,2018-04-14,0,71,1,2,50513,92.0,3.66,2.82,4.56,0.01,1425.606,193,817,6,2104,57,22,136,3.0
8629,22,2018-04-14,0,174,1,3,46025,113.0,3.39,2.93,4.34,0.05,1419.057,137,850,6,1917,57,17,142,34.0
8669,23,2018-04-14,0,129,1,3,41050,101.0,4.22,2.84,4.6,0.0,17298.16,191,709,10,1710,49,29,71,16.0
8629,22,2018-04-15,0,175,1,3,33613,127.0,3.32,2.94,4.34,0.05,78342.973,497,303,4,1400,21,130,76,321.0
